timestamp,Q_in [m3/s],Q_dmv [m3/s],Q_t [m3/s],Water balance [m3/s],Reservoir Volume [m3],Water level [m slm],Volume loss [m3],Overflow [m3/s],Cum Volume loss [m3],Cum Volume turb [m3
2023-01-02 21:00:00,24.2,2,0,22.2,40000000,830.0,79920,22.2,4813159,691200
2023-01-02 22:00:00,21.6,2,0,19.6,40000000,830.0,70668,19.6,4883827,691200
2023-01-02 23:00:00,19.3,2,0,17.3,40000000,830.0,62388,17.3,4946215,691200
2023-01-03 00:00:00,17.3,2,0,15.3,40000000,830.0,54972,15.3,5001187,691200
2023-01-03 01:00:00,15.4,2,0,13.4,40000000,830.0,48348,13.4,5049535,691200
2023-01-03 02:00:00,13.8,2,0,11.8,40000000,830.0,42444,11.8,5091979,691200
2023-01-03 03:00:00,12.3,2,0,10.3,40000000,830.0,37152,10.3,5129131,691200
2023-01-03 04:00:00,11.0,2,0,9.0,40000000,830.0,32436,9.0,5161567,691200
2023-01-03 05:00:00,9.8,2,0,7.8,40000000,830.0,28224,7.8,5189791,691200
2023-01-03 06:00:00,8.8,2,0,6.8,40000000,830.0,24444,6.8,5214235,691200
2023-01-03 07:00:00,7.9,2,0,5.9,40000000,830.0,21096,5.9,5235331,691200
2023-01-03 08:00:00,7.0,2,0,5.0,40000000,830.0,18072,5.0,5253403,691200
2023-01-03 09:00:00,6.3,2,0,4.3,40000000,830.0,15372,4.3,5268775,691200
2023-01-03 10:00:00,5.6,2,12,-8.4,39969796,829.99,0,0.0,5268775,734400
2023-01-03 11:00:00,5.0,2,12,-9.0,39937432,829.98,0,0.0,5268775,777600
2023-01-03 12:00:00,4.5,2,12,-9.5,39903160,829.96,0,0.0,5268775,820800
2023-01-03 13:00:00,4.0,2,12,-10.0,39867160,829.95,0,0.0,5268775,864000
2023-01-03 14:00:00,3.6,2,12,-10.4,39829648,829.93,0,0.0,5268775,907200
2023-01-03 15:00:00,3.2,2,12,-10.8,39790768,829.92,0,0.0,5268775,950400
2023-01-03 16:00:00,2.9,2,12,-11.1,39750664,829.9,0,0.0,5268775,993600
2023-01-03 17:00:00,2.6,2,12,-11.4,39709444,829.89,0,0.0,5268775,1036800
2023-01-03 18:00:00,2.3,2,0,0.3,39710452,829.89,0,0.0,5268775,1036800
2023-01-03 19:00:00,2.0,2,0,0.0,39710596,829.89,0,0.0,5268775,1036800
2023-01-03 20:00:00,1.8,2,0,-0.2,39709948,829.89,0,0.0,5268775,1036800
2023-01-03 21:00:00,1.6,2,0,-0.4,39708616,829.89,0,0.0,5268775,1036800
2023-01-03 22:00:00,1.4,2,0,-0.6,39706636,829.89,0,0.0,5268775,1036800
2023-01-03 23:00:00,1.3,2,0,-0.7,39704116,829.89,0,0.0,5268775,1036800
2023-01-04 00:00:00,1.2,2,0,-0.8,39701092,829.89,0,0.0,5268775,1036800
